timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427864418,1798,HTTP Request medium2,200,Thread Group traccia1 misto 1-25,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427863674,2568,HTTP Request big1,200,Thread Group traccia1 misto 1-9,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427865436,828,HTTP Request medium1,200,Thread Group traccia1 misto 1-7,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427863736,2665,HTTP Request big1,200,Thread Group traccia1 misto 1-13,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427863878,2697,HTTP Request big1,200,Thread Group traccia1 misto 1-15,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427864116,2655,HTTP Request big1,200,Thread Group traccia1 misto 1-21,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427866687,400,HTTP Request medium1,200,Thread Group traccia1 misto 1-30,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427865650,1865,HTTP Request big1,200,Thread Group traccia1 misto 1-2,true,2035951,127,http://raspberrypi.local/big1.html,3
1548427866772,827,HTTP Request medium2,200,Thread Group traccia1 misto 1-20,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427866137,1533,HTTP Request big1,200,Thread Group traccia1 misto 1-22,true,2035951,127,http://raspberrypi.local/big1.html,3
1548427866967,739,HTTP Request medium2,200,Thread Group traccia1 misto 1-33,true,1018167,130,http://raspberrypi.local/medium2.html,5
1548427866952,758,HTTP Request medium2,200,Thread Group traccia1 misto 1-34,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427867912,13,HTTP Request small1,200,Thread Group traccia1 misto 1-8,true,25314,129,http://raspberrypi.local/small1.html,4
1548427867977,110,HTTP Request small2,200,Thread Group traccia1 misto 1-19,true,100309,129,http://raspberrypi.local/small2.html,5
1548427867967,153,HTTP Request small2,200,Thread Group traccia1 misto 1-17,true,100309,129,http://raspberrypi.local/small2.html,5
1548427868021,458,HTTP Request medium1,200,Thread Group traccia1 misto 1-23,true,500266,130,http://raspberrypi.local/medium1.html,4
